Unnamed: 0,Topic,Count,Name,Representation,Representative_Docs,GPT Label,Stage,Category,"Category (0 - Background, 1 - Oon before, 2 - Trigger, 3 - Oon after)",Label
256.0,"41,367",565.0,,"['ammo', 'bought', 'buying', 'gun', 'guns', 'loaded', 'pin', 'range', 'shoot', 'shooting', 'weapon', 'weapons']","['He has always been a gun collector.', 'Of course I have a lot of guns.""', 'But now she wants to buy a gun.', 'She recently bought a gun.', 'He had never been interested in guns, or even shot a gun before the conspiracies.', 'At 85 she got herself a gun.', 'She got a gun even.', 'Gun control is not needed.', 'I have a gun in the home.', ""So even if she did somehow figure out the gun wasn't working, she will think the ammo is real.""]",Increased Gun Acquisition,3,Behavior/action,3-Oon after-Behavior/action,Lifestyle Changes Driven by Conspiratorial Beliefs
259.0,"22,37",1343.0,,"['antifa', 'black', 'black lives', 'black people', 'blm', 'capital', 'capitol', 'flag', 'flags', 'insurrection', 'protest', 'protests', 'racism', 'racist', 'riot', 'riots', 'white']","['When it first happened, it was ANTIFA.', 'She kept deflecting the conversation with BLM, Antifa, and anyrhing other than the topic at hand.', 'She claimed she had many black friends and wasn‚Äôt racist.', 'Early on he hinted that it might have been Antifa/BLM who entered the Capitol, but I‚Äôm not sure what he thinks now‚Äìand I‚Äôm afraid to ask!', 'The Capitol attack was antifa.', 'So‚Ä¶.Was it Antifa or not?', 'She hasn‚Äôt been speaking much to me lately as I‚Äôm a supporter of BLM and antifa.', 'I do not support ANTIFA under any circumstance.', 'We used to have conversations about politics civilly during the BLM protests and although she was on edge because Trump condemned the protest, she agreed for some time the Black Lives Matter movement was necessary.', 'I asked her if it had to do with BLM?']",Deflecting to Race-Based Movements,3,Behavior/action,3-Oon after-Behavior/action,Radical Ideological Alignment and Intolerance
260.0,"65,84",658.0,,"['drag', 'gay', 'gay people', 'homophobic', 'lgbt', 'lgbtq', 'queer', 'trans', 'trans people', 'transgender', 'transphobic']","['Her opinions on gay and queer people changed.', 'Then he came out as gay.', ""He hates Trans people with a passion but somehow claims he's okay with gay people despite having zero gay or lesbian friends."", 'She used to be cool with gay and trans people.', 'He is also gay apparently.', 'Before she has said that trans people are only trans because of vaccines.', 'More recently, he has been going on rants about trans people and yesterday we had a blow up over a trans issue.', 'yesterday she said that trans people are ruining things for gay people.', 'He has a severe issue with bisexual and trans people (???????)', ""She already knows im trans, but she doesn't know about the hormones yet.""]",Negative Views on LGBTQ+ Communities,3,Behavior/action,3-Oon after-Behavior/action,Radical Ideological Alignment and Intolerance
262.0,"180,309",218.0,,"['back school', 'district', 'education', 'grade', 'home school', 'homeschooled', 'neglect', 'public', 'public school', 'school started', 'schooling', 'schools', 'students', 'teach', 'teacher', 'teachers', 'teaching']","['i‚Äôm now homeschooled because of this.', 'Both homeschooled all the way through highschool.', '1) and me being homeschooled from 1st through 12th grade out of concern that I would be wrongly influenced by teachers/students etc.', 'So when they homeschooled my brother in 2nd grade, they did not teach him absolutely anything at all.', 'As a homeschooled only child, there was nobody to vouch for my health.', 'This child is going to be homeschooled.', 'I know homeschooled kids can grow up to be well adjusted.', 'He has homeschooled her since kindergarten, something we have fought about a lot.', 'Homeschooled son is best friends with my youngest.', 'She was homeschooled by her mom who only has a high school degree.']",Homeschooling Children,3,Behavior/action,3-Oon after-Behavior/action,Lifestyle Changes Driven by Conspiratorial Beliefs
263.0,"147,149",356.0,,"['bank', 'billionaires', 'cards', 'corporations', 'credit', 'debt', 'dollars', 'economic', 'economy', 'illegal', 'income', 'million', 'pay', 'profit', 'scam', 'tax', 'taxes', 'thousands']","[""They're convinced they don't have to pay taxes."", 'Why do they have to pay taxes that go to the roads?', ""She won't pay taxes because the IRS does not exist according to her sources."", 'The taxes would have been, what?', 'She‚Äôs also threatening to not pay her taxes.', 'She thinks if she gives up her citizenship she will no longer have to pay taxes????', 'She talks about taxes and this and that.', 'There is no law that states we have to pay taxes.', 'Now, she believes that she doesn‚Äôt have to file her taxes and convinced that it is unconstitutional to pay income tax.', ""They don't pay bills and don't pay taxes.""]",Tax Evasion,3,Other Beliefs,3-Oon after-Belief,Policy Defiance
264.0,"247,347",170.0,,"['additionally', 'conversion', 'counseling', 'counselor', 'couples', 'depressed', 'depression', 'go therapy', 'mental health', 'need keep', 'refuses', 'seek', 'separately', 'therapist', 'therapists', 'therapy']","['We tried couples counseling, individual counseling for him, meditation lawyer but nothing worked.', 'She does see a therapist but they do CBT therapy.', 'Like this man who has been in therapy for fucking years and advocates for marriage counseling and attributes a lot of his own success in dealing with ADHD/Dyslexia to therapy.. is anti therapy.', 'I am in the process of getting into therapy myself, so I will try to use this as leverage for her, as well as seek advice from my therapist on how to proceed.', 'She tried to book a session with the therapist without me until the therapist said that they wouldn‚Äôt do that.', 'She won‚Äôt see the therapist she used to go to, because she knows the therapist is a liberal so she doesn‚Äôt trust her.', 'I‚Äôm planning on asking him to go to marriage counseling with me.', 'As you know, he won‚Äôt consider any kind of counseling because he doesn‚Äôt see it as a problem.', 'She refuses therapy so far bc God is her therapist.', ""He won't go to counseling.""]",Resistance to Therapy and Counseling,3,Behavior/action,3-Oon after-Behavior/action,Public Health Mistrust and Resistance
37.0,"36, 62",938.0,36_covid_covid real_flu_believe covid,"['covid', 'covid real', 'flu', 'believe covid', 'got covid', 'hoax', 'covid 19', 'covid started', 'covid fake', '19', 'covid hoax', 'since covid']","[""In her mind Covid isn’t real."", ""Of course, she doesn't believe COVID is real."", ""I found out she has COVID now too."", ""And now she has covid."", ""because she was convinced they were contaminated with covid."", 'So this guy got COVID and pneumonia, was sick for over a month, lost his brother to COVID and today claims that COVID is no worse than the flu and hospitals are lying about COVID deaths.', ""He didn't take him home because he knew they were sick and not sure if it was covid."", 'And he told work he‚Äôd been in contact with someone with COVID to be off for a week.']",Denying COVID-19 Reality,3,Behavior/action,,Public Health Mistrust and Resistance
267.0,"10,15,30,32,72,120,230",4244.0,,"['bioweapon', 'covid', 'covid 19', 'covid vaccine', 'covid vaccines', 'deadly', 'flu', 'fully vaccinated', 'get covid', 'get vaccinated', 'get vaccine', 'getting covid', 'getting vaccinated', 'getting vaccine', 'got vaccinated', 'got vaccine', 'kill', 'mom got', 'numbers', 'refuses get', 'shedding', 'vaccinated', 'vaccination', 'vaccine', 'vaccine going', 'vaccines']","['So I asked was she vaccinated and she said no, not happening.', 'I am vaccinated, my parents are not.', 'She knows that my wife and I are vaccinated.', 'My grandma agreed to get the vaccine after I said I was absolutely going to get the vaccine, and excited to do so.', 'They are incredibly against the covid vaccine.', 'But it is coming to a head over the covid vaccine.', 'My sister won‚Äôt get the vaccine.', 'And that experiement would be covid/the vaccine.', 'When the vaccine came out, I asked if she had gotten it.', ""Well you can imagine how she's taking the news of the covid vaccine."", 'He texted me ""don\'t get vaccine, u have antibodies now"".', ""He's vaccinated and she is not."", 'My mom has no idea I‚Äôm vaccinated.', ""If only he knew I'm vaccinated..."", 'My mom got vaccinated before she learned about all the conspiracy theories, but my grandma never got vaccinated.', 'They did everything except get vaccinated.', 'Now we are about to have a baby, and even if at first she was pretending to be against only flu and COVID vaccine, the more the time goes by the more she keep sending me bullshit videos about COVID vaccine.', 'This was before I was even vaccinated.', 'There was a huge uptick in anti-COVID vaccine stuff.', ""She's very much against the COVID vaccine, so I didn't know how she would handle it."", 'He is very against vaccine passports.', 'Despite all this I know there is some hope as she got vaccinated herself and approved of me getting vaccinated.', 'She told me my baby would die if I got the vaccine.', 'So my mom got vaccinated because of her job.', 'After she showed me a video of a women who had effects from the covid vaccine.', ""So she didn't get vaccinated."", 'Recently, I asked her if she was getting the vaccine.', ""Her mother 72 live with us and she isn't vaccinated."", 'I haven‚Äôt been vaccinated yet.', 'All my family is vaccinated.', 'If you vaccinate them with the COVID vaccine you basically hand them over to our government.', 'I took the vaccine anyway and eventually he seemed to be okay with it.', 'He did not want to get vaccinated.', 'She would have taken the vaccine if trump made it.', 'Was speaking to her on the phone and the Covid vaccine question came up again.']",Vaccine Refusal and Hesitancy,3,Behavior/action,3-Oon after-Behavior/action,Public Health Mistrust and Resistance
268.0,"57,63,125,239,290",1181.0,,"['also extremely', 'atheist', 'aunt', 'bible', 'catholic', 'christ', 'christian', 'christianity', 'christians', 'church', 'churches', 'evangelical', 'fundamentalist', 'go church', 'grew', 'jesus', 'mom always', 'pastor', 'persecuted', 'preach', 'prophet', 'prophets', 'raised', 'religion', 'religious', 'spiritual', 'sunday', 'teachings', 'view']","['She goes to a church that is basically a sister church to her old church.', 'Her social group at that church turned her on to politics.', 'After joining the original church, she started church hopping every few years because the previous church ""had lost their ways.""', 'I went this church FOR.', 'Now may be the time to mention that C went to Seminary, and worked for the church.', 'And, because my main pastor (who will be referred to as P) wanted to remain on good terms with the missionary church, fired C from his position as the children‚Äôs pastor, but allowed him to remain as a church member if he wanted.', 'He‚Äôs extremely religious (christian) and conservative.', 'He is also christian, but a normal one.', 'That brings in the fundamentalist Christianity for some.', 'Well, my sister is very Christian.', 'I‚Äôm against everything this church teaches, but am I stooping to their level here?', ""He's a Christian, I'm not and never have been."", ""I'm not Christian but my mother is."", 'She is a Christian ( always has been) and often goes to church.', 'How can they call themselves Christians?', 'We‚Äôre those ‚Äúgood Christians‚Äù if I had to put a name on us.', 'He was NEVER A CHRISTIAN---but the religious Right loved him?', ""She's a church-going, community activist after all."", 'My aunt is on his side, so she‚Äôs still Christian.', ""He's not even a Christian, I AM."", 'I am Christian, so is my mom.', ""One is deeply into fundamentalist Christianity and the other can't stand it."", 'My mother is a fervent Christian.', 'How it feels to sit through a church service at a church that wasn‚Äôt your denomination.', 'Many are in fundamentalist Christianity as well.']",Religious Influence,2,Religion,2-Trigger-Religion,Religious Influence
270.0,"154,219,428",337.0,,"['crazy theories', 'curious', 'debunk', 'disprove', 'disproven', 'end sight', 'explanation', 'lose mind', 'non stop', 'official', 'people believing', 'researching', 'see end', 'serious', 'string', 'stupidly', 'theories', 'theories know', 'theory', 'told needed', 'wild', 'without one', 'would share', 'would stop']","[""At the time, the theories weren't much different."", ""I don't hate his theories."", 'How do you convince someone that a theory is just that; unproven?', 'I can‚Äôt listen to the theories anymore.', 'Every theory i try to debunk she goes full on crazy because she does ""her own research"".', 'He can read his theories all day and that is his new life.', 'She asked him about his theory about our dad being alive still, and he told her the whole theory.', 'I can also be ready with evidence from official sources to disprove these theories (though I doubt that would do much to dissuade her).', 'Every question I asked about why she threatened her daughter was answered with theory after theory.', 'No part of the theory is based on fact.', 'It ended up being because I wouldn‚Äôt listen to all his theories.', 'It‚Äôs just sad, i hate the theories, i try not to be angry at him.', 'She had a theory, we talked about it rationally, nothing in her theory made any sense, and now we could move on with our lives.', 'At least I can sort of get behind that theory.', 'He fully and completely believes any theory about them.']",Uncritical Acceptance of Beliefs and Theories,3,Behavior/action,3-Oon after-Behavior/action,Epistemic Rigidity and Distrust in Expertise
271.0,"38,112,255",857.0,,"['articles', 'bbc', 'cable', 'cnn', 'fox', 'fox news', 'newsmax', 'oan', 'oann', 'podcast', 'podcasts', 'source', 'sources', 'stop listening', 'trying destroy', 'tv', 'watch fox', 'watch fox news', 'watches', 'watching fox', 'watching fox news']","['So my dad is someone who always watches Fox News and is always on twitter.', 'My father usually has Fox News going.', 'Posts a fox video on it.', 'Fox News was never on in the house before this.', 'I just know he gets his drivel from Fox News.', 'Always had Fox News on TV.', 'My mom was always into Fox News when I was a kid.', 'Fox News is weaponizing people.', 'Just Fox News until he kicks the bucket.', ""My dad's entire worldview comes from Fox News."", 'Fox News is on constantly ‚Äî he won‚Äôt watch anything else.', 'What the hell has Fox News done with my dad?', 'They watch all the conservative news channels like fox news, OAN, newsmax, etc.', 'He‚Äôs  never not listening to a dumb podcast or Fox News.', 'He started with Fox News then Newsmax and then a bottomless YouTube rabbit hole.']",Fox News,2,Alt news,2-Trigger-Alt news,Fox News
272.0,"137,167",341.0,,"['account', 'block', 'blocked', 'blocking', 'deleted', 'everywhere', 'facebook', 'fb', 'forms', 'number', 'social media', 'speak anymore', 'unfriended']","['And then I blocked her.', ""I didn't know because I blocked her on everything."", 'He once blocked me when I retorted what he was saying, it is incessant.', 'I finally just blocked him.', 'He told me to f*** off and blocked me.', 'I blocked my brother as well.', 'So I blocked Ethan Van Sciver as well.', 'I decided that was enough, so I blocked her on everything.', 'I have blocked her # and blocked her on social media as well.', 'I just blocked her on my phone now.']",Family Estrangement and Disconnection,3,Social Circle,3-Oon after-Social,Social Deterioration and Relationship Strain
273.0,"98,138,360",513.0,,"['account', 'accounts', 'active', 'algorithms', 'delete', 'deleted', 'facebook', 'facebook page', 'facebook post', 'family mother', 'fb', 'gained', 'instagram', 'mom started', 'mothers', 'mum', 'page', 'platform', 'posting', 'removed', 'social media', 'twitter']","['That and post things to Facebook.', 'I guess all it took was a couple of Facebook comments.', 'Mum doesn‚Äôt think Facebook is a problem but is willing to give it up temporarily if it makes my dad stop drinking and he wasn‚Äôt willing to take the trade (he‚Äôs so stubborn and felt that it would mean he was admitting that his drinking was as bad a problem as mum‚Äôs Facebook use) so I had to give up something as well to make it less of a big deal.', 'Did that all just come from facebook?', 'My mom started shit posting on Facebook - just this week.', 'They got that statistic from FaceBook.', ""But she's not posted anything for months.So I decided to see what Dave was up to on Facebook again."", 'It was all over Facebook.', ""It's not just her postings on Facebook."", 'She started seing things on facebook.', 'My husband‚Äôs family (his mother, sister, aunts, uncles, some cousins) have become much more vocal about their beliefs on Facebook (mostly anti vaxx, American is becoming a communist country, education is indoctrination but many other q adjacent beliefs also).', 'My cousin, who vehemently refuses to use Facebook due to ""data tracking"" (legit only the sensible thing she believes), begins sending my mom Facebook pages to like and follow so they can compare information.', 'My mom is very active on Facebook.', 'But then she got on Facebook.', 'After that she left Facebook.']",Facebook,2,Social Media,2-Trigger-Social Media,Facebook
274.0,"211,260,303",300.0,,"['clean', 'completely cut', 'cut completely', 'cut life', 'cutting', 'entirely', 'going cut', 'harder', 'largely', 'life completely', 'life good', 'life want', 'life would', 'part wants', 'people life', 'point want', 'regret', 'told would', 'want cut', 'would cut']","[""And while they aren't saints in all this, I don't feel like I'm cutting them off because they are bad for me."", 'I am not cutting her out unless I absolutely have to.', ""I'm not cutting her off or anything."", 'Eventually it went down to where I pretty much cut him off from my life.', ""I'm getting close to cutting her out."", 'I have no problem cutting people out of my life though.', ""So yeah, I'm gonna start cutting them out."", 'But that will be never so I guess I‚Äôm cutting her off forever.', 'My husband explained to them that it was just a break and we‚Äôre not cutting them off.', 'We are almost at the point of cutting them off completely.', ""i regret cutting her out and then I don't."", 'Already, just based on my childhood alone, I probably should have cut him out of my life by now.', 'Over time, I had to cut him out my life.', 'Not sure what to do hard as I don‚Äôt want to cut him out of my life but it gets harder to keep him in it.', 'It took all of me to not cut him out of my life then.']",Family Estrangement and Disconnection,3,Social Circle,3-Oon after-Social,Social Deterioration and Relationship Strain
279.0,"201,261",219.0,,"['always conservative', 'conservative', 'conservatives', 'dad always', 'democrat', 'family always', 'father always', 'leaning', 'left leaning', 'libertarian', 'life dad', 'parents always', 'raised', 'republican', 'republicans', 'right leaning', 'staunch', 'voted']","[""My dad has always been conservative, and it hadn't ever been a problem a couple years ago."", 'My parents have always been conservative.', ""My dad's always been a very, very conservative guy."", 'So, my parents have always been conservative.', 'My dad has always been a fiscal conservative with pretty liberal social and moralistic views.', 'So growing up, my dad was always conservative.', 'My parents have always both been conservative.', 'My dad was always more conservative.', 'My parents have always been conservative, I was raised this way too.']",Conservative Political Identity,1,Political,0-Background-Political,Conservative Political Identity
26.0,25,715.0,25_voted_republican_fraud_supporter,"['voted', 'republican', 'fraud', 'supporter', 'trump supporter', 'vote', 'conservative', 'voter', 'democrat', '2016']","['She voted Hillary in 2016 and was even a Bernie supporter at the start of the primary.', 'She has been a Trump supporter and a republican, but nothing too extreme.', ""She's voted Republican in all but one of her elections she's been able to vote for.""]",Conservative Political Identity,1,Political,,Conservative Political Identity
,-2,,,,,Unknown,2,Unknown,,Unknown
